team,nombre,posicion,club,tipo_lista,liga_top,fuente
Uzbekistan,Sardorbek Rakhmonov,centrocampistas,Nasaf,pre-lista,False,scraper
Uzbekistan,Akmal Mozgovoy,centrocampistas,Pakhtakor,pre-lista,False,scraper
Uzbekistan,Otabek Shukurov,centrocampistas,Baniyas,pre-lista,False,scraper
Uzbekistan,Jamshid Iskanderov,centrocampistas,Neftchi,pre-lista,False,scraper
Uzbekistan,Jasurbek Jaloliddinov,centrocampistas,Sogdiana,pre-lista,False,scraper
Uzbekistan,Azizjon Ganiev,centrocampistas,Al Bataeh,pre-lista,False,scraper
Uzbekistan,Abbosek Fayzullaev,delanteros,Istanbul Basaksehir,pre-lista,False,scraper
Uzbekistan,Jaloliddin Masharipov,delanteros,Esteghlal,pre-lista,False,scraper
Uzbekistan,Dostonbek Khamdamov,delanteros,Pakhtakor,pre-lista,False,scraper
Uzbekistan,Oston Urunov,delanteros,Persepolis,pre-lista,False,scraper
Uzbekistan,Ruslanbek Jiyanov,delanteros,Navbahor,pre-lista,False,scraper
Uzbekistan,Azizbek Amonov,delanteros,Buxoro,pre-lista,False,scraper
Uzbekistan,Khusain Norchaev,delanteros,Navbahor,pre-lista,False,scraper
Uzbekistan,Sherzod Temirov,delanteros,Erbil,pre-lista,False,scraper
Uzbekistan,Igor Sergeev,delanteros,Persepolis,pre-lista,False,scraper
Uzbekistan,Eldor Shomurodov,delanteros,Istanbul Basaksehir,pre-lista,False,scraper
Colombia,David Ospina,arqueros,Atlético Nacional,pre-lista,False,scraper
Colombia,Álvaro Montero,arqueros,Vélez Sarsfield,pre-lista,False,scraper
Colombia,Camilo Vargas,arqueros,Atlas,pre-lista,False,scraper
Colombia,Mosquera Marmolejo,arqueros,Independiente Santa Fe,pre-lista,False,scraper
Colombia,Aldair Quintana,arqueros,Independiente del Valle,pre-lista,False,scraper
Colombia,Kevin Mier,arqueros,Cruz Azul,pre-lista,False,scraper
Colombia,Daniel Muñoz,defensores,Crystal Palace,pre-lista,True,scraper
Colombia,Jhon Lucumi,defensores,Bologna,pre-lista,True,scraper
Colombia,Álvaro Angulo,defensores,Pumas,pre-lista,False,scraper
Colombia,Santiago Arias,defensores,Independiente,pre-lista,False,scraper
Colombia,Davinson Sánchez,defensores,Galatasaray,pre-lista,True,scraper
Colombia,Johan Mojica,defensores,Mallorca,pre-lista,True,scraper
Colombia,Yerry Mina,defensores,Cagliari,pre-lista,True,scraper
Colombia,Cristian Borja,defensores,Club América,pre-lista,False,scraper
Colombia,Juan Cabal,defensores,Juventus,pre-lista,True,scraper
Colombia,Carlos Cuesta,defensores,Vasco da Gama,pre-lista,False,scraper
Colombia,Willer Ditta,defensores,Cruz Azul,pre-lista,False,scraper
Colombia,Junior Hernández,defensores,Deportes Tolima,pre-lista,False,scraper
Colombia,Deiver Machado,defensores,Nantes<,pre-lista,False,scraper
Colombia,Yerson Mosquera,defensores,Wolverhampton Wanderers,pre-lista,True,scraper
Colombia,Edier Ocampo,defensores,Vancouver Whitecaps,pre-lista,False,scraper
Colombia,Jhohan Romana,defensores,San Lorenzo,pre-lista,False,scraper
Colombia,Andrés Román,defensores,Atlético Nacional,pre-lista,False,scraper
Colombia,Jorge Carrascal,centrocampistas,Flamengo,pre-lista,False,scraper
Colombia,Sebastian Gomez,centrocampistas,Coritiba,pre-lista,False,scraper
Colombia,,centrocampistas,Atético Nacional,pre-lista,False,scraper
Colombia,Johan Rojas,centrocampistas,Vasco da Gama,pre-lista,False,scraper
Colombia,Juan Fernando Quintero,centrocampistas,River Plate,pre-lista,False,scraper
Colombia,Juan Portilla,centrocampistas,Athletico Paranaense,pre-lista,False,scraper
Colombia,Jordan Barrera,centrocampistas,Botafogo,pre-lista,False,scraper
Colombia,Jhon Solís,centrocampistas,Birmingham City,pre-lista,False,scraper
Colombia,Jefferson Lerma,centrocampistas,Crystal Palace,pre-lista,True,scraper
Colombia,Richard Ríos,centrocampistas,Benfica,pre-lista,True,scraper
Colombia,Jhon Arias,centrocampistas,Palmeiras,pre-lista,False,scraper
Colombia,Wilmar Barrios,centrocampistas,Zenit St Petersburg,pre-lista,False,scraper
Colombia,Juan Cuadrado,centrocampistas,Pisa,pre-lista,True,scraper
Colombia,Yaser Asprilla,centrocampistas,Galatasaray,pre-lista,True,scraper
Colombia,James Rodríguez,centrocampistas,Minnesota United,pre-lista,False,scraper
Colombia,Luis Díaz,delanteros,Bayern Munich,pre-lista,True,scraper
Colombia,Jhon Córdoba,delanteros,Krasnodar,pre-lista,False,scraper
Colombia,Luis Suárez,delanteros,Sporting CP,pre-lista,False,scraper
Colombia,Sebastián Villa,delanteros,Independiente Rivadavia,pre-lista,False,scraper
Colombia,Neyser Villarreal,delanteros,Cruzeiro,pre-lista,False,scraper
Colombia,Kevin Viveros,delanteros,Athletico Paranaense,pre-lista,False,scraper
Colombia,Stiven Mendoza,delanteros,Athletico Paranaense,pre-lista,False,scraper
Colombia,Edwuin Cetré,delanteros,Estudiantes de La Plata,pre-lista,False,scraper
Colombia,Jhon Durán,delanteros,Zenit St Petersburg,pre-lista,False,scraper
Colombia,Andrés Gómez,delanteros,Vasco da Gama,pre-lista,False,scraper
Colombia,Rafael Santos Borré,delanteros,Internacional,pre-lista,False,scraper
Colombia,Jaminton Campaz,delanteros,Rosario Central,pre-lista,False,scraper
Colombia,Johan Carbonero,delanteros,Internacional,pre-lista,False,scraper
Colombia,Cucho Hernández,delanteros,Real Betis,pre-lista,True,scraper
England,Jordan Pickford,arqueros,Everton,final,True,scraper
England,Dean Henderson,arqueros,Crystal Palace,final,True,scraper
England,James Trafford,arqueros,Manchester City,final,True,scraper
England,Reece James,defensores,Chelsea,final,True,scraper
England,Tino Livramento,defensores,,final,False,scraper
England,Dan Burn,defensores,Newcastle,final,True,scraper
England,Marc Guehi,defensores,Manchester City,final,True,scraper
England,John Stones,defensores,Manchester City,final,True,scraper
England,Nico O'Reilly,defensores,Manchester City,final,True,scraper
England,Ezri Konsa,defensores,Aston Villa,final,True,scraper
England,Jarell Quansah,defensores,Bayer Leverkusen,final,True,scraper
England,Djed Spence,defensores,Tottenham,final,True,scraper
England,Declan Rice,centrocampistas,Arsenal,final,True,scraper
England,Elliot Anderson,centrocampistas,Nottingham Forest,final,True,scraper
England,Jude Bellingham,centrocampistas,Real Madrid,final,True,scraper
England,Jordan Henderson,centrocampistas,Brentford,final,True,scraper
England,Kobbie Mainoo,centrocampistas,Manchester United,final,True,scraper
England,Morgan Rogers,centrocampistas,Aston Villa,final,True,scraper
England,Eberechi Eze,centrocampistas,Arsenal,final,True,scraper
England,Harry Kane,delanteros,Bayern Múnich,final,False,scraper
England,Ivan Toney,delanteros,Al-Ahli,final,False,scraper
England,Ollie Watkins,delanteros,Aston Villa,final,True,scraper
England,Bukayo Saka,delanteros,Arsenal,final,True,scraper
England,Noni Madueke,delanteros,Arsenal,final,True,scraper
England,Marcus Rashford,delanteros,Barcelona,final,True,scraper
England,Anthony Gordon,delanteros,Newcastle,final,True,scraper
Croatia,Dominik Livakovic,arqueros,Dinamo Zagreb,pre-lista,False,scraper
Croatia,Dominik Kotarski,arqueros,Kobenhavn,pre-lista,False,scraper
Croatia,Ivor Pandur,arqueros,Hull City,pre-lista,False,scraper
Croatia,Josko Gvardiol,defensores,Manchester City,pre-lista,True,scraper
Croatia,Duje Caleta-Car,defensores,Real Sociedad,pre-lista,True,scraper
Croatia,Josip Sutalo,defensores,Ajax,pre-lista,True,scraper
Croatia,Josip Stanisic,defensores,Bayern Munich,pre-lista,True,scraper
Croatia,Marin Pongracic,defensores,Fiorentina,pre-lista,True,scraper
Croatia,Martin Erlic,defensores,Midtjylland,pre-lista,False,scraper
Croatia,Luka Vuskovic,defensores,Hamburg,pre-lista,True,scraper
Croatia,Luka Modric,centrocampistas,AC Milan,pre-lista,True,scraper
Croatia,Mateo Kovacic,centrocampistas,Manchester City,pre-lista,True,scraper
Croatia,Mario Pasalic,centrocampistas,Atalanta,pre-lista,True,scraper
Croatia,Nikola Vlasic,centrocampistas,Torino,pre-lista,True,scraper
Croatia,Luka Sucic,centrocampistas,Real Sociedad,pre-lista,True,scraper
Croatia,Martin Baturina,centrocampistas,Como,pre-lista,True,scraper
Croatia,Kristijan Jakic,centrocampistas,Augsburg,pre-lista,True,scraper
Croatia,Petar Sucic,centrocampistas,Inter Milan,pre-lista,False,scraper
Croatia,Nikola Moro,centrocampistas,Bologna,pre-lista,True,scraper
Croatia,Toni Fruk,centrocampistas,Rijeka,pre-lista,False,scraper
Croatia,Ivan Perisic,delanteros,PSV Eindhoven,pre-lista,True,scraper
Croatia,Andrej Kramaric,delanteros,Hoffenheim,pre-lista,True,scraper
Croatia,Ante Budimir,delanteros,Osasuna,pre-lista,True,scraper
Croatia,Marco Pasalic,delanteros,Orlando City,pre-lista,False,scraper
Croatia,Petar Musa,delanteros,FC Dallas,pre-lista,False,scraper
Croatia,Igor Matanovic,delanteros,Freiburg,pre-lista,False,scraper
