team,nombre,posicion,club,tipo_lista,liga_top,fuente
Mexico,Álex Padilla,arqueros,Athletic Club,pre-lista,True,scraper
Mexico,Antonio Rodríguez,arqueros,Tijuana,pre-lista,False,scraper
Mexico,Carlos Acevedo,arqueros,Santos Laguna,pre-lista,False,scraper
Mexico,Carlos Moreno,arqueros,Pachuca,pre-lista,False,scraper
Mexico,Guillermo Ochoa,arqueros,AEL Limassol,pre-lista,False,scraper
Mexico,Raúll Rangel,arqueros,Chivas,pre-lista,False,scraper
Mexico,Bryan González,defensores,Chivas,pre-lista,False,scraper
Mexico,César Montes,defensores,Lokomotiv Moscow,pre-lista,False,scraper
Mexico,Edson álvarez,defensores,Fenerbahçe,pre-lista,False,scraper
Mexico,Eduardo Águila,defensores,Atlético de San Luis,pre-lista,False,scraper
Mexico,Everardo López,defensores,Toluca,pre-lista,False,scraper
Mexico,Israel Reyes,defensores,América,pre-lista,False,scraper
Mexico,Jesús Angulo,defensores,Tigres,pre-lista,False,scraper
Mexico,Jesús Gallardo,defensores,Toluca,pre-lista,False,scraper
Mexico,Jesús Gómez,defensores,Tijuana,pre-lista,False,scraper
Mexico,Johan Vásquez,defensores,Genoa,pre-lista,True,scraper
Mexico,Jorge Sá;nchez,defensores,PAOK,pre-lista,False,scraper
Mexico,Julián Araujo,defensores,Celtic,pre-lista,False,scraper
Mexico,Luis Rey,defensores,Puebla,pre-lista,False,scraper
Mexico,Mateo Chávez,defensores,AZ Alkmaar,pre-lista,False,scraper
Mexico,Ramón Juárez,defensores,América,pre-lista,False,scraper
Mexico,Richard Ledezma,defensores,Chivas,pre-lista,False,scraper
Mexico,Víctor Guzmán,defensores,Monterrey,pre-lista,False,scraper
Mexico,Alexei Domínguez,centrocampistas,Pachuca,pre-lista,False,scraper
Mexico,Alexis Gutiérrez,centrocampistas,America,pre-lista,False,scraper
Mexico,Álvaro Fidalgo,centrocampistas,Real Betis,pre-lista,True,scraper
Mexico,Brian Gutiérrez,centrocampistas,Chivas,pre-lista,False,scraper
Mexico,Carlos Rodríguez,centrocampistas,Cruz Azul,pre-lista,False,scraper
Mexico,Denzell Garcia,centrocampistas,FC Juarez,pre-lista,False,scraper
Mexico,Diego Lainez,centrocampistas,Tigres,pre-lista,False,scraper
Mexico,Efrain Álvarez,centrocampistas,Chivas,pre-lista,False,scraper
Mexico,Elias Montiel,centrocampistas,Pachuca,pre-lista,False,scraper
Mexico,Erick Sánchez,centrocampistas,America,pre-lista,False,scraper
Mexico,Erik Lira,centrocampistas,Cruz Azul,pre-lista,False,scraper
Mexico,Gilberto Mora,centrocampistas,Tijuana,pre-lista,False,scraper
Mexico,Isaías Violante,centrocampistas,América,pre-lista,False,scraper
Mexico,Jeremy Márquez,centrocampistas,Cruz Azul,pre-lista,False,scraper
Mexico,Jordan Carrillo,centrocampistas,Pumas,pre-lista,False,scraper
Mexico,Jorge Ruvalcaba,centrocampistas,NY Red Bulls,pre-lista,False,scraper
Mexico,Kevin Castañeda,centrocampistas,Tijuana,pre-lista,False,scraper
Mexico,Luis Chávez,centrocampistas,Dinamo Moscu,pre-lista,False,scraper
Mexico,Luis Romo,centrocampistas,Chivas,pre-lista,False,scraper
Mexico,Marcel Ruiz,centrocampistas,Toluca,pre-lista,False,scraper
Mexico,Obed Vargas,centrocampistas,Atlético de Madrid,pre-lista,True,scraper
Mexico,Orbelín Pineda,centrocampistas,AEK,pre-lista,False,scraper
Mexico,Jesús Angulo,centrocampistas,Toluca,pre-lista,False,scraper
Mexico,Alexis Vega,delanteros,Toluca,pre-lista,False,scraper
Mexico,Armando González,delanteros,Chivas,pre-lista,False,scraper
Mexico,César Huerta,delanteros,Anderlecht,pre-lista,False,scraper
Mexico,Germán Berterame,delanteros,Inter Miami,pre-lista,False,scraper
Mexico,Guillermo Martínez,delanteros,Pumas,pre-lista,False,scraper
Mexico,Julián Quiñoones,delanteros,Al-Qadisiyah,pre-lista,False,scraper
Mexico,Raúl Jiménez,delanteros,Fulham,pre-lista,True,scraper
Mexico,Roberto Alvarado,delanteros,Chivas,pre-lista,False,scraper
Mexico,Santiago Giménez,delanteros,Milán,pre-lista,False,scraper
South Korea,Kim Seung-gyu,arqueros,FC Tokio,final,False,scraper
South Korea,Bum-keun Song,arqueros,Jeonbuk,final,False,scraper
South Korea,Hyeon-woo Jo,arqueros,Ulsan,final,False,scraper
South Korea,Kim Moon-hwan,defensores,Daejeon,final,False,scraper
South Korea,Kim Min-jae,defensores,Bayern Múnich,final,False,scraper
South Korea,Kim Tae-hyeon,defensores,Kashima Antlers,final,False,scraper
South Korea,Jin-seop Park,defensores,Zhejiang,final,False,scraper
South Korea,Young-woo Seol,defensores,Estrella Roja,final,False,scraper
South Korea,Jens Castrop,defensores,Borussia Mönchengladbach,final,True,scraper
South Korea,Ki-hyuk Lee,defensores,Gangwon,final,False,scraper
South Korea,Tae-seok Lee,defensores,Austria Viena,final,False,scraper
South Korea,Han-beom Lee,defensores,Midtjylland,final,False,scraper
South Korea,Yu-min Cho,defensores,Al Sharjah,final,False,scraper
South Korea,Kim Jin-gyu,centrocampistas,Jeonbuk,final,False,scraper
South Korea,Jun-ho Bae,centrocampistas,Stoke City,final,False,scraper
South Korea,Seung-ho Paik,centrocampistas,Birmingham,final,False,scraper
South Korea,Hyun-jun Yang,centrocampistas,Celtic Glasgow,final,False,scraper
South Korea,Ji-sung Eom,centrocampistas,Swansea,final,False,scraper
South Korea,Kang-in Lee,centrocampistas,PSG,final,False,scraper
South Korea,Dong-gyeong Lee,centrocampistas,Ulsan,final,False,scraper
South Korea,Jae-sung Lee,centrocampistas,Mainz,final,True,scraper
South Korea,In-beom Hwang,centrocampistas,Feyenoord,final,False,scraper
South Korea,Hee-chan Hwang,centrocampistas,Wolverhampton,final,True,scraper
South Korea,Heung-min Son,delanteros,LAFC,final,False,scraper
South Korea,Hyeon-gyu Oh,delanteros,Besiktas,final,False,scraper
South Korea,Gue-sung Cho,delanteros,Midtjylland,final,False,scraper
Czechia,Lukas Hornicek,arqueros,Braga,pre-lista,False,scraper
Czechia,Matej Kovar,arqueros,PSV Eindhoven,pre-lista,True,scraper
Czechia,Jindrich Stanek,arqueros,Slavia Prague,pre-lista,False,scraper
Czechia,Vladimir Coufal,defensores,TSG Hoffenheim,pre-lista,False,scraper
Czechia,David Douděra,defensores,Slavia Prague,pre-lista,False,scraper
Czechia,Tomáš Holeš;,defensores,Slavia Prague,pre-lista,False,scraper
Czechia,Robin Hranáč;,defensores,TSG Hoffenheim,pre-lista,False,scraper
Czechia,Štěpán Chaloupek,defensores,Slavia Prague,pre-lista,False,scraper
Czechia,David Jurásek,defensores,Slavia Prague,pre-lista,False,scraper
Czechia,Ladislav Krejcí;,defensores,Wolverhampton Wanderers,pre-lista,True,scraper
Czechia,Jaroslav Zelený;,defensores,Sparta Prague,pre-lista,False,scraper
Czechia,David Zima,defensores,Slavia Prague,pre-lista,False,scraper
Czechia,Pavel Bucha,centrocampistas,FC Cincinnati,pre-lista,False,scraper
Czechia,Lukas Cerv,centrocampistas,Viktoria Plzen,pre-lista,False,scraper
Czechia,Vladimir Darida,centrocampistas,Hradec Kralove,pre-lista,False,scraper
Czechia,Tomáš Ladra,centrocampistas,Viktoria Plzen,pre-lista,False,scraper
Czechia,Lukas Provod,centrocampistas,Slavia Prague,pre-lista,False,scraper
Czechia,Michal Sadílek,centrocampistas,Slavia Prague,pre-lista,False,scraper
Czechia,Hugo Sochůrek,centrocampistas,Sparta Prague,pre-lista,False,scraper
Czechia,Alexandr Sojka,centrocampistas,Viktoria Plzen,pre-lista,False,scraper
Czechia,Tomáš Souček,centrocampistas,West Ham,pre-lista,True,scraper
Czechia,Pavel Šulc,centrocampistas,Lyon,pre-lista,True,scraper
Czechia,Denis Višinský;,centrocampistas,Viktoria Plzen,pre-lista,False,scraper
Czechia,Adam Hložek,delanteros,TSG Hoffenheim,pre-lista,False,scraper
Czechia,Tomáš Chorý;,delanteros,Slavia Prague,pre-lista,False,scraper
Czechia,Mojmír Chytil,delanteros,Slavia Prague,pre-lista,False,scraper
Czechia,Christophe Kabongo,delanteros,Mlada Boleslav,pre-lista,False,scraper
Czechia,Jan Kuchta,delanteros,Sparta Prague,pre-lista,False,scraper
Czechia,Patrik Schick,delanteros,Bayer Leverkusen,pre-lista,True,scraper
Bosnia and Herzegovina,Nikola Vasilj,arqueros,St Pauli,final,False,scraper
Bosnia and Herzegovina,Martin Zlomislic,arqueros,Rijeka,final,False,scraper
Bosnia and Herzegovina,Osman Hadzikic,arqueros,Slaven Belupo,final,False,scraper
Bosnia and Herzegovina,Sead Kolasinac,defensores,Atalanta,final,True,scraper
Bosnia and Herzegovina,Amar Dedic,defensores,Benfica,final,True,scraper
Bosnia and Herzegovina,Nihad Mujakic,defensores,Gaziantep,final,False,scraper
Bosnia and Herzegovina,Nikola Katic,defensores,Schalke 04,final,False,scraper
Bosnia and Herzegovina,Tarik Muharemovic,defensores,Sassuolo,final,True,scraper
Bosnia and Herzegovina,Stjepan Radeljic,defensores,Rijeka,final,False,scraper
Bosnia and Herzegovina,Dennis Hadzikadunic,defensores,Sampdoria,final,False,scraper
Bosnia and Herzegovina,Nidal Celik,defensores,Lens,final,False,scraper
Bosnia and Herzegovina,Amir Hadziahmetovic,centrocampistas,Hull City,final,False,scraper
Bosnia and Herzegovina,Ivan Sunjic,centrocampistas,Pafos,final,False,scraper
Bosnia and Herzegovina,Ivan Basic,centrocampistas,Astana,final,False,scraper
Bosnia and Herzegovina,Dzenis Burnic,centrocampistas,Karlsruher SC,final,False,scraper
Bosnia and Herzegovina,Ermin Mahmic,centrocampistas,Slovan Liberec,final,False,scraper
Bosnia and Herzegovina,Benjamin Tahirovic,centrocampistas,Brondby,final,False,scraper
Bosnia and Herzegovina,Amar Memic,centrocampistas,Viktoria Plzen,final,False,scraper
Bosnia and Herzegovina,Armin Gigovic,centrocampistas,Young Boys,final,False,scraper
Bosnia and Herzegovina,Kerim Alajbegovic,centrocampistas,RB Salzburg,final,False,scraper
Bosnia and Herzegovina,Esmir Bajraktarevic,centrocampistas,PSV Eindhoven,final,True,scraper
Bosnia and Herzegovina,Ermedin Demirovic,delanteros,VfB Stuttgart,final,True,scraper
Bosnia and Herzegovina,Jovo Lukic,delanteros,Universitatea Cluj,final,False,scraper
Bosnia and Herzegovina,Samed Bazdar,delanteros,Jagiellonia Bialystok,final,False,scraper
Bosnia and Herzegovina,Haris Tabakovic,delanteros,Borussia Moenchengladbach,final,False,scraper
Bosnia and Herzegovina,Edin Dzeko,delanteros,Schalke 04,final,False,scraper
Qatar,Shehab Elleithy,arqueros,Al Shahania,pre-lista,False,scraper
Qatar,Salah Zakaria,arqueros,Al Duhail,pre-lista,False,scraper
Qatar,Meshaal Barsham,arqueros,Al Sadd,pre-lista,False,scraper
Qatar,Mahmoud Abunada,arqueros,Al Rayyan,pre-lista,False,scraper
Qatar,Boualem Khoukhi,defensores,Al Sadd,pre-lista,False,scraper
Qatar,Pedro Miguel,defensores,Al Sadd,pre-lista,False,scraper
Qatar,Sultan Al Brake,defensores,Al Duhail,pre-lista,False,scraper
Qatar,Tarek Salman,defensores,Al Sadd,pre-lista,False,scraper
Qatar,Al-Hashmi Al-Hussain,defensores,Al Arabi,pre-lista,False,scraper
Qatar,Ayoub Al-Alawi,defensores,Al Gharafa,pre-lista,False,scraper
Qatar,Bassam Al-Rawi,defensores,Al Duhail,pre-lista,False,scraper
Qatar,Rayyan Al-Ali,defensores,Al Gharafa,pre-lista,False,scraper
Qatar,Issa Laye,defensores,Al Arabi,pre-lista,False,scraper
Qatar,Lucas Mendes,defensores,Al Wakrah,pre-lista,False,scraper
Qatar,Mohammed Waad,defensores,Al Shamal,pre-lista,False,scraper
Qatar,Niall Mason,defensores,Qatar,pre-lista,False,scraper
Qatar,Ahmed Fathi,centrocampistas,Al Arabi,pre-lista,False,scraper
Qatar,Jassim Gaber,centrocampistas,Al Rayyan,pre-lista,False,scraper
Qatar,Assim Madibo,centrocampistas,Al Wakrah,pre-lista,False,scraper
Qatar,Abdulaziz Hatem,centrocampistas,Al Rayyan,pre-lista,False,scraper
Qatar,Karim Boudiaf,centrocampistas,Al Duhail,pre-lista,False,scraper
Qatar,Mohammed Mannai,centrocampistas,Al Shamal,pre-lista,False,scraper
Qatar,Homam Al-Amin,centrocampistas,Cultural Leonesa,pre-lista,False,scraper
Qatar,Almoez Ali,delanteros,Al Duhail,pre-lista,False,scraper
Qatar,Akram Afif,delanteros,Al Sadd,pre-lista,False,scraper
Qatar,Tahsin Mohammed,delanteros,Al Duhail,pre-lista,False,scraper
Qatar,Edmílson Junior,delanteros,Al Duhail,pre-lista,False,scraper
Qatar,Ahmed Al-Ganehi,delanteros,Al Gharafa,pre-lista,False,scraper
Qatar,Ahmed Alaa,delanteros,Al Rayyan,pre-lista,False,scraper
Qatar,Sebastián Soria,delanteros,Qatar,pre-lista,False,scraper
Qatar,Hassan Al-Haydos,delanteros,Al Sadd,pre-lista,False,scraper
Qatar,Mubarak Shannan,delanteros,Al Duhail,pre-lista,False,scraper
Qatar,Mohammed Muntari,delanteros,Al Gharafa,pre-lista,False,scraper
Qatar,Yusuf Abdurisag,delanteros,Al Wakrah,pre-lista,False,scraper
Brazil,Alisson,arqueros,Liverpool,final,True,scraper
Brazil,Ederson,arqueros,Fenerbahçe,final,False,scraper
Brazil,Weverton,arqueros,Grêmio,final,False,scraper
Brazil,Wesley,defensores,Roma,final,True,scraper
Brazil,Danilo,defensores,Flamengo,final,False,scraper
Brazil,Alex Sandro,defensores,Flamengo,final,False,scraper
Brazil,Douglas Santos,defensores,Zenit,final,False,scraper
Brazil,Marquinhos,defensores,PSG,final,False,scraper
Brazil,Gabriel Magalhães,defensores,Arsenal,final,True,scraper
Brazil,Bremer,defensores,Juventus,final,True,scraper
Brazil,Ibañez,defensores,Al Ahli,final,False,scraper
Brazil,Léo Pereira,defensores,Flamengo,final,False,scraper
Brazil,Casemiro,centrocampistas,Manchester United,final,True,scraper
Brazil,Bruno Guimarães,centrocampistas,Newcastle,final,True,scraper
Brazil,Fabinho,centrocampistas,Al Ittihad,final,False,scraper
Brazil,Danilo Santos,centrocampistas,Botafogo,final,False,scraper
Brazil,Lucas Paquetá,centrocampistas,Flamengo,final,False,scraper
Brazil,Luiz Henrique,delanteros,Zenit,final,False,scraper
Brazil,Endrick,delanteros,Lyon,final,True,scraper
Brazil,Raphinha,delanteros,Barcelona,final,True,scraper
Brazil,Neymar,delanteros,Santos,final,False,scraper
Brazil,Matheus Cunha,delanteros,Manchester United,final,True,scraper
Brazil,Igor Thiago,delanteros,Brentford,final,True,scraper
Brazil,Gabriel Martinelli,delanteros,Arsenal,final,True,scraper
Brazil,Rayan,delanteros,Real Madrid,final,True,scraper
Haiti,Johnny Placide,arqueros,Bastia-FRA,final,False,scraper
Haiti,Alexandre Pierre,arqueros,Cosmos Koblenz-GER,final,False,scraper
Haiti,Carlens Arcus,defensores,Angers-SCO,final,False,scraper
Haiti,Wilguens Pauguain,defensores,Zulte Waregem-BEL,final,False,scraper
Haiti,Duke Lacroix,defensores,Colorado Springs Switchbacks-USA,final,False,scraper
Haiti,Martin Expérience,defensores,Nancy-FRA,final,False,scraper
Haiti,Jean-Kévin Duverne,defensores,Liga de Quito-ECU,final,False,scraper
Haiti,Hannes Delcroix,defensores,Lugano-SUI,final,False,scraper
Haiti,Keeto Thermoncy,defensores,BSC Young Boys II-SUI,final,False,scraper
Haiti,Leverton Pierre,centrocampistas,Vizela-POR,final,False,scraper
Haiti,Carl-Fred Sainthe,centrocampistas,El Paso Locomotive-USA,final,False,scraper
Haiti,Jean-Jacques Danley,centrocampistas,Philadelphia Union-USA,final,False,scraper
Haiti,Jean-Ricner Bellegarde,centrocampistas,Wolverhampton-GBR,final,False,scraper
Haiti,Pierre Woodensky,centrocampistas,Violette-HAI,final,False,scraper
Haiti,y Dominique Simon,centrocampistas,Tatran Presov-SVK,final,False,scraper
Haiti,Louicious Deedson,delanteros,Dallas-USA,final,False,scraper
Haiti,Ruben Providence,delanteros,Almere City-NED,final,False,scraper
Haiti,Josué Casimir,delanteros,Auxerre-FRA,final,False,scraper
Haiti,Derrick Etienne,delanteros,Toronto-CAN,final,False,scraper
Haiti,Wilson Isidor,delanteros,Sunderland-GBR,final,False,scraper
Haiti,Duckens Nazon,delanteros,Esteghlal-IRI,final,False,scraper
Haiti,Frantzdy Pierrot,delanteros,Çaykur Rizespor-TUR,final,False,scraper
Haiti,Yassin Fortune,delanteros,Vizela-POR,final,False,scraper
Haiti,Lenny Joseph,delanteros,Ferencváros-HUN,final,False,scraper
Paraguay,Roberto Fernández,arqueros,Cerro Porteño,pre-lista,False,scraper
Paraguay,Orlando Gill,arqueros,San Lorenzo,pre-lista,False,scraper
Paraguay,Gastón Olveira,arqueros,Olimpia,pre-lista,False,scraper
Paraguay,Carlos Coronel,arqueros,Sao Paulo,pre-lista,False,scraper
Paraguay,Santiago Rojas,arqueros,Nacional,pre-lista,False,scraper
Paraguay,Juan Espínola,arqueros,Barracas Central,pre-lista,False,scraper
Paraguay,Gustavo Gómez,defensores,Palmeiras,pre-lista,False,scraper
Paraguay,Junior Alonso,defensores,Atlético Mineiro,pre-lista,False,scraper
Paraguay,Fabián Balbuena,defensores,Gremio,pre-lista,False,scraper
Paraguay,Omar Alderete,defensores,Sunderland,pre-lista,True,scraper
Paraguay,Juan Caceres,defensores,Dynamo Moscow,pre-lista,False,scraper
Paraguay,Blas Riveros,defensores,Cerro Porteno,pre-lista,False,scraper
Paraguay,Alan Benitez,defensores,Libertad,pre-lista,False,scraper
Paraguay,Agustin Sandez,defensores,Rosario Central,pre-lista,False,scraper
Paraguay,Mateo Gamarra,defensores,Cruzeiro,pre-lista,False,scraper
Paraguay,Saul Salcedo,defensores,Newell's Old Boys,pre-lista,False,scraper
Paraguay,Jose Canale,defensores,Lanus,pre-lista,False,scraper
Paraguay,Diego León,defensores,Manchester United,pre-lista,True,scraper
Paraguay,Alexandro Maidana,defensores,Talleres,pre-lista,False,scraper
Paraguay,Alcides Benitez,defensores,Belgrano,pre-lista,False,scraper
Paraguay,Ronaldo Dejesus,defensores,Lanus,pre-lista,False,scraper
Paraguay,Alan Nuñez,defensores,Nacional,pre-lista,False,scraper
Paraguay,Miguel Almirón,centrocampistas,Atlanta United,pre-lista,False,scraper
Paraguay,Mathías Villasanti,centrocampistas,Gremio,pre-lista,False,scraper
Paraguay,Kaku,centrocampistas,Al Ain,pre-lista,False,scraper
Paraguay,Andrés Cubas,centrocampistas,Vancouver Whitecaps,pre-lista,False,scraper
Paraguay,Ramón Sosa,centrocampistas,Palmeiras,pre-lista,False,scraper
Paraguay,Diego Gómez,centrocampistas,Brighton & Hove Albion,pre-lista,True,scraper
Paraguay,Damián Bobadilla,centrocampistas,Sao Paulo,pre-lista,False,scraper
Paraguay,Braian Ojeda,centrocampistas,Orlando City,pre-lista,False,scraper
Paraguay,Matías Galarza,centrocampistas,Atlanta United,pre-lista,False,scraper
Paraguay,Robert Piris Da Motta,centrocampistas,Cerro Porteno,pre-lista,False,scraper
Paraguay,Alvaro Campuzano,centrocampistas,Libertad,pre-lista,False,scraper
Paraguay,Diego González,centrocampistas,Atlas,pre-lista,False,scraper
Paraguay,Hugo Cuenca,centrocampistas,Burgos,pre-lista,False,scraper
Paraguay,Mauricio Magalhaes,centrocampistas,Palmeiras,pre-lista,False,scraper
Paraguay,Lucas Romero,centrocampistas,Universidad de Chile,pre-lista,False,scraper
Paraguay,Enso González,centrocampistas,Wolverhampton Wanderers,pre-lista,True,scraper
Paraguay,Ruben Lezcano,centrocampistas,Olimpia,pre-lista,False,scraper
Paraguay,Oscar Romero,delanteros,Huracan,pre-lista,False,scraper
Paraguay,Ángel Romero,delanteros,Boca Juniors,pre-lista,False,scraper
Paraguay,Antonio Sanabria,delanteros,Cremonese,pre-lista,True,scraper
Paraguay,Julio Enciso,delanteros,Strasbourg,pre-lista,True,scraper
Paraguay,Gabriel Avalos,delanteros,Independiente,pre-lista,False,scraper
Paraguay,Carlos Gonzalez,delanteros,Independiente del Valle,pre-lista,False,scraper
Paraguay,Alex Arce>,delanteros,Independiente Rivadavia,pre-lista,False,scraper
Paraguay,Adam Bareiro,delanteros,Boca Juniors,pre-lista,False,scraper
Paraguay,Lorenzo Melgarejo,delanteros,Libertad,pre-lista,False,scraper
Paraguay,Isidro Pitta,delanteros,Red Bull Bragantino,pre-lista,False,scraper
Paraguay,Ronaldo Martinez,delanteros,Talleres,pre-lista,False,scraper
Paraguay,Gustavo Caballero,delanteros,Portsmouth,pre-lista,False,scraper
Paraguay,Robert Morales,delanteros,UNAM,pre-lista,False,scraper
Paraguay,Adrian Alcaraz,delanteros,Olimpia,pre-lista,False,scraper
Paraguay,Rodney Redes,delanteros,LDU Quito,pre-lista,False,scraper
Turkey,Altay Bayindir,arqueros,Manchester United,pre-lista,True,scraper
Turkey,Ersin Destanoglu,arqueros,Besiktas,pre-lista,False,scraper
Turkey,Mert Günok,arqueros,Fenerbahçe,pre-lista,False,scraper
Turkey,Muhhamed Sengezer,arqueros,Basaksehir,pre-lista,False,scraper
Turkey,Ugurcan Çakir,arqueros,Galatasaray,pre-lista,True,scraper
Turkey,Abdülkerim Bardakci,defensores,Galatasaray,pre-lista,True,scraper
Turkey,Ahmetcan Kaplan,defensores,NEC Nijmegen,pre-lista,False,scraper
Turkey,Caglar Söyüncü,defensores,Fenerbahçe,pre-lista,False,scraper
Turkey,Eren Elmali,defensores,Galatasaray,pre-lista,True,scraper
Turkey,Ferdi Kadioglu,defensores,Brighton & Hove Albion,pre-lista,True,scraper
Turkey,Merih Demiral,defensores,Al-Ahli Saudi,pre-lista,False,scraper
Turkey,Mert Müldür,defensores,Fenerbahçe,pre-lista,False,scraper
Turkey,Mustafa Eskihellac,defensores,Trabzonspor,pre-lista,False,scraper
Turkey,Ozan Kabak,defensores,TSG 1899 Hoffenheim,pre-lista,True,scraper
Turkey,Samet Akaydin,defensores,Çaykur Rizespor,pre-lista,False,scraper
Turkey,Yusuf Akçiçek,defensores,Al-Hilal Saudi,pre-lista,False,scraper
Turkey,Zeki Çelik,defensores,A S Roma,pre-lista,False,scraper
Turkey,Atakan Karazor,centrocampistas,VfB Stuttgart,pre-lista,True,scraper
Turkey,Demir Ege Tiknaz,centrocampistas,Braga,pre-lista,False,scraper
Turkey,Hakan Calhanoglu,centrocampistas,Inter de Milán,pre-lista,False,scraper
Turkey,Ismail Yüksek,centrocampistas,Fenerbahçe,pre-lista,False,scraper
Turkey,Kaan Ayhan,centrocampistas,Galatasaray,pre-lista,True,scraper
Turkey,Orkun Kökçu,centrocampistas,Beşiktaş,pre-lista,False,scraper
Turkey,Salih Ozcan,centrocampistas,Borussia Dortmund,pre-lista,True,scraper
Turkey,Aral Simsir,centrocampistas,Midtjylland,pre-lista,False,scraper
Turkey,Arda Güler,centrocampistas,Real Madrid,pre-lista,True,scraper
Turkey,Baris Alper Yilmaz,centrocampistas,Galatasaray,pre-lista,True,scraper
Turkey,Can Uzun,centrocampistas,Eintracht Fráncfort,pre-lista,False,scraper
Turkey,Deniz Gül,delanteros,F C Porto,pre-lista,False,scraper
Turkey,Irfan Can Kahveci,delanteros,Kasımpaşa,pre-lista,False,scraper
Turkey,Kenan Yildiz,delanteros,Juventus,pre-lista,True,scraper
Turkey,Karem Akturkoglu,delanteros,Fenerbahçe,pre-lista,False,scraper
Turkey,Oguz Aydin,delanteros,Oguz Aydin,pre-lista,False,scraper
Turkey,Yunus Akgün,delanteros,Başakşehir,pre-lista,False,scraper
Germany,Oliver Baumann,arqueros,Hoffenheim,final,True,scraper
Germany,Manuel Neuer,arqueros,Bayern Munich,final,True,scraper
Germany,Alexander Nübel,arqueros,Stuttgart,final,True,scraper
Germany,Waldemar Anton,defensores,Borussia Dortmund,final,True,scraper
Germany,Nathaniel Brown,defensores,Eintracht Frankfurt,final,True,scraper
Germany,David Raum,defensores,RB Leipzig,final,True,scraper
Germany,Antonio Rüdiger,defensores,Real Madrid,final,True,scraper
Germany,Nico Schlotterbeck,defensores,Borussia Dortmund,final,True,scraper
Germany,Jonathan Tah,defensores,Bayern Munich,final,True,scraper
Germany,Malick Thiaw,defensores,Newcastle,final,True,scraper
Germany,Pascal Gross,centrocampistas,Brighton,final,True,scraper
Germany,Joshua Kimmich,centrocampistas,Bayern Munich,final,True,scraper
Germany,Aleksandar Pavlovic,centrocampistas,Bayern Munich,final,True,scraper
Germany,Felix Nmecha,centrocampistas,Borussia Dortmund,final,True,scraper
Germany,Angelo Stiller,centrocampistas,Stuttgart,final,True,scraper
Germany,Nadiem Amiri,centrocampistas,Mainz,final,True,scraper
Germany,Leon Goretzka,centrocampistas,Bayern Munich,final,True,scraper
Germany,Jamie Leweling,centrocampistas,Stuttgart,final,True,scraper
Germany,Maximilian Beier,delanteros,Borussia Dortmund,final,True,scraper
Germany,Kai Havertz,delanteros,Arsenal,final,True,scraper
Germany,Lennart Karl,delanteros,Bayern Munich,final,True,scraper
Germany,Jamal Musiala,delanteros,Bayern Munich,final,True,scraper
Germany,Leroy Sané,delanteros,Galatasaray,final,True,scraper
Germany,Deniz Undav,delanteros,Stuttgart,final,True,scraper
Germany,Florian Wirtz,delanteros,Liverpool,final,True,scraper
Germany,Nick Woltemade,delanteros,Newcastle,final,True,scraper
Curaçao,Tyrick Bodak,arqueros,,final,False,scraper
Curaçao,Trevor Doornbusch,arqueros,,final,False,scraper
Curaçao,Eloy Room,arqueros,,final,False,scraper
Curaçao,Riechedly Bazoer,defensores,,final,False,scraper
Curaçao,Joshua Brenet,defensores,,final,False,scraper
Curaçao,Roshon van Eijma,defensores,,final,False,scraper
Curaçao,Sherel Floranus,defensores,,final,False,scraper
Curaçao,Deveron Fonville,defensores,,final,False,scraper
Curaçao,Juriën Gaari,defensores,,final,False,scraper
Curaçao,Armando Obispo,defensores,,final,False,scraper
Curaçao,Shurandy Sambo,defensores,,final,False,scraper
Curaçao,Juninho Bacuna,centrocampistas,,final,False,scraper
Curaçao,Leandro Bacuna,centrocampistas,,final,False,scraper
Curaçao,Livano Comenencia,centrocampistas,,final,False,scraper
Curaçao,Kevin Felida,centrocampistas,,final,False,scraper
Curaçao,Ar'jany Martha,centrocampistas,,final,False,scraper
Curaçao,Tyrese Noslin,centrocampistas,,final,False,scraper
Curaçao,Godfried Roemeratoe,centrocampistas,,final,False,scraper
Curaçao,Jeremy Antonisse,delanteros,,final,False,scraper
Curaçao,Tahith Chong,delanteros,,final,False,scraper
Curaçao,Kenji Gorré,delanteros,,final,False,scraper
Curaçao,Sontje Hansen,delanteros,,final,False,scraper
Curaçao,Gervane Kastaneer,delanteros,,final,False,scraper
Curaçao,Brandley Kuwas,delanteros,,final,False,scraper
Curaçao,Jürgen Locadia,delanteros,,final,False,scraper
Curaçao,Jearl Margaritha,delanteros,,final,False,scraper
Ivory Coast,Yahia Fofana,arqueros,Rizespor,final,False,scraper
Ivory Coast,Mohamed Koné,arqueros,Charleroi,final,False,scraper
Ivory Coast,Alban Lafont,arqueros,Panathinaïkos,final,False,scraper
Ivory Coast,Emmanuel Agbadou,defensores,Besiktas,final,False,scraper
Ivory Coast,Clément Akpa,defensores,AJ Auxerre,final,True,scraper
Ivory Coast,Ousmane Diomandé,defensores,Sporting,final,True,scraper
Ivory Coast,Guela Doué,defensores,Estrasburgo,final,False,scraper
Ivory Coast,Ghislain Konan,defensores,Gil Vicente,final,False,scraper
Ivory Coast,Odilon Kossounou,defensores,Atalanta,final,True,scraper
Ivory Coast,Evan Ndicka,defensores,AS Roma,final,True,scraper
Ivory Coast,Wilfried Singo,defensores,Galatasaray,final,True,scraper
